	cons	rand	q95	cat
METTL6	28	31.683	41.0	None
METTL9	79	41.401	52.0	None
MET	62	68.574	81.0	None
LUZP2	0	0.0	0.0	None
MLXIPL	77	87.998	102.0	None
MED1	0	0.0	0.0	None
MYL2	0	0.0	0.0	None
MEIS3	165	88.215	102.0	None
MED26	0	0.0	0.0	None
MPPED2	0	0.0	0.0	None
MMP12	31	67.878	81.0	None
MOCOS	64	33.05	42.0	None
MSLN	20	17.68	25.0	None
NAGS	140	97.357	113.0	None
SLC24A5	91	80.802	96.0	None
NDC80	0	0.0	0.0	None
PRADC1	51	23.881	32.0	None
MYL6	74	45.547	57.0	None
MYLK2	179	139.122	156.0	None
NTRK1	0	0.0	0.0	None
NSUN3	138	133.751	153.0	None
NRTN	0	0.0	0.0	None
MT1X	56	46.738	58.0	None
NLRP10	120	59.999	73.0	None
NCOA2	41	32.308	41.0	None
MPZ	33	42.999	53.0	None
SLC8A2	273	207.574	229.04999999999995	None
MYEF2	80	73.499	87.0	None
MYBPH	0	0.0	0.0	None
MYH7	127	134.841	153.0	None
MYO1B	0	0.0	0.0	None
MYO5A	11	16.327	23.0	None
MUSK	0	0.0	0.0	None
NKAIN4	50	61.435	73.0	None
NEFL	0	0.0	0.0	None
PDZK1	0	0.0	0.0	None
NFYB	0	0.0	0.0	None
NOTO	46	49.237	61.0	None
SLC34A3	0	0.0	0.0	None
NPHS2	0	0.0	0.0	None
NPHP1	70	58.181	69.0	None
NECAP2	49	58.119	70.0	None
CNEP1R1	0	0.0	0.0	None
NPVF	0	0.0	0.0	None
PNPLA2	29	27.863	37.0	None
NEURL1B	0	0.0	0.0	ub
CARKD	91	137.724	156.0	None
PKD2	0	0.0	0.0	None
PNPLA3	173	102.071	118.0	None
PKDCC	27	54.912	66.0	None
PNPLA5	0	0.0	0.0	None
PKDREJ	46	33.322	43.0	None
NPY5R	46	69.005	82.04999999999995	None
NDST3	68	129.114	146.0	None
PLEKHA6	0	0.0	0.0	None
PINX1	152	122.578	140.0	None
NME5	112	93.165	109.0	None
PIM1	22	31.974	41.0	None
NDUFA10	0	0.0	0.0	None
NME6	17	19.983	27.049999999999955	None
PKHD1	0	0.0	0.0	None
PIM2	58	59.576	71.0	None
PLEKHF1	61	84.686	99.0	None
PLEKHF2	44	55.216	67.0	None
FAM192A	0	0.0	0.0	None
PLEKHG5	31	63.608	77.0	None
PLEKHG6	0	0.0	0.0	None
PLCL1	0	0.0	0.0	None
POSTN	0	0.0	0.0	None
PLEKHH1	28	33.975	43.0	None
PLEKHH2	73	69.214	83.0	None
PLD2	13	10.986	17.0	None
ACP1	60	78.069	92.0	None
PLD6	160	145.791	163.04999999999995	None
NDUFA6	71	79.078	93.0	None
NDUFA8	0	0.0	0.0	None
PPEF1	19	20.116	28.0	None
PITPNC1	81	73.904	87.0	None
PPEF2	80	59.356	71.04999999999995	None
PITHD1	266	212.81	235.0	None
PITPNM1	41	50.608	62.0	None
PITPNM2	63	59.826	72.0	None
PITPNM3	0	0.0	0.0	None
NEK5	104	96.525	112.0	None
ACP2	44	60.014	72.0	None
NEK2	0	0.0	0.0	None
PITX3	54	30.939	40.0	None
NOL7	20	22.335	30.0	None
NR4A3	99	81.077	95.0	None
BGLAP	0	0.0	0.0	None
EGF	51	63.766	77.0	None
EIF2B3	228	203.98	225.0	None
FADS2	0	0.0	0.0	None
GSDMA	292	217.785	239.0	None
GRHL3	0	0.0	0.0	None
HIST1H2BH	18	5.637	10.0	None
HGSNAT	60	59.13	71.0	None
GTSF1L	58	50.084	61.049999999999955	None
HECTD2	0	0.0	0.0	ub
HEBP2	41	25.058	33.0	None
HAPLN1	28	18.663	26.0	None
HPRT1	29	22.651	30.049999999999955	None
HMCN1	0	0.0	0.0	None
HNF1B	133	150.5	170.0	None
HNF4G	22	20.792	28.0	None
HNRNPUL1	0	0.0	0.0	None
HNRNPD	206	155.256	175.0	None
PSMC3IP	7	14.418	21.0	None
HNRNPK	0	0.0	0.0	None
IL13RA2	118	96.501	111.0	None
IQCE	0	0.0	0.0	None
IMP3	0	0.0	0.0	None
ITPRIPL2	0	0.0	0.0	None
IMPA1	172	113.605	130.0	None
INPP5K	0	0.0	0.0	None
PKIG	55	56.542	68.0	None
ITGA9	0	0.0	0.0	None
KPNA1	137	73.335	87.0	None
IPMK	61	41.054	51.0	None
INSIG2	0	0.0	0.0	None
IFNAR1	88	66.125	80.0	None
ITGB6	70	37.986	48.0	None
JOSD2	164	109.893	126.0	None
IPO5	36	62.878	75.0	None
JPH2	0	0.0	0.0	None
KIF19	0	0.0	0.0	None
KREMEN1	30	35.867	46.0	None
SPEN	25	28.87	37.0	None
MEF2A	59	85.78	100.04999999999995	None
SLC16A3	74	60.427	73.0	None
MPP4	151	95.219	110.0	None
MOK	39	51.298	63.0	None
MORC2	0	0.0	0.0	None
MMP23B	139	75.821	89.04999999999995	None
MRGPRD	84	72.45	86.0	None
MTOR	209	121.664	139.0	None
MTPN	389	243.367	267.0	None
MON1B	0	0.0	0.0	None
CYB5R4	0	0.0	0.0	chap
NCLN	0	0.0	0.0	None
PLP1	45	50.163	61.0	None
NEUROD2	64	90.656	106.0	None
MYL3	0	0.0	0.0	None
NKX1-2	0	0.0	0.0	None
NLGN1	0	0.0	0.0	None
NLRP9	0	0.0	0.0	None
NIPSNAP1	37	44.302	55.0	None
GRIN2D	0	0.0	0.0	None
SLC34A1	51	46.863	58.0	None
PVRL1	0	0.0	0.0	None
NOL12	78	55.988	67.04999999999995	None
NDUFB2	0	0.0	0.0	None
HIST1H2BO	85	58.933	71.0	None
GZF1	0	0.0	0.0	None
IFNA6	0	0.0	0.0	None
IL1R1	0	0.0	0.0	None
IL36G	63	43.995	55.0	None
IRGC	60	50.161	61.0	None
ICA1	82	65.742	78.04999999999995	None
SERPING1	11	16.325	23.0	None
HOXB1	108	114.515	131.0	None
LXN	49	37.898	48.0	None
HOXB2	0	0.0	0.0	None
HK1	29	44.724	55.0	None
IREB2	147	59.578	72.0	None
IPP	84	83.314	98.0	None
MAPKAPK2	88	65.525	79.0	None
KRT80	229	159.497	179.0	None
ISLR2	0	0.0	0.0	None
INTS3	81	112.827	130.0	None
KIAA0408	163	92.859	109.0	None
SPINK6	175	116.201	133.0	None
KIAA1614	124	144.149	164.0	None
KRT13	80	95.241	111.0	None
ITGAV	0	0.0	0.0	None
KPNA3	220	152.371	171.0	None
ITGB8	533	321.566	347.0	None
ITFG2	418	296.808	323.04999999999995	None
MAPK8IP2	0	0.0	0.0	None
KIF20A	10	12.394	18.0	None
KRTDAP	0	0.0	0.0	None
KLF17	0	0.0	0.0	None
MEGF10	126	100.703	117.0	None
MPI	61	66.979	79.0	None
MAP2K1	0	0.0	0.0	None
MOGAT1	36	39.828	50.0	None
MTHFR	121	90.322	104.04999999999995	None
NANOS2	0	0.0	0.0	None
MYOZ2	81	73.933	87.0	None
NOG	62	49.022	61.0	None
NTRK3	0	0.0	0.0	None
NTNG2	122	119.432	137.0	None
NSUN7	0	0.0	0.0	None
NT5DC2	0	0.0	0.0	None
NRSN1	0	0.0	0.0	None
NUPL2	0	0.0	0.0	None
OR4K15	0	0.0	0.0	None
ODF3B	0	0.0	0.0	None
OR9I1	0	0.0	0.0	None
EIF2A	132	132.987	150.0	None
TUBGCP3	0	0.0	0.0	None
GPX1	168	195.386	215.0	None
GPR152	99	71.768	85.0	None
GP5	36	46.865	57.0	None
GPER1	0	0.0	0.0	None
GRID2IP	0	0.0	0.0	None
GPX7	79	108.071	125.0	None
GLP1R	0	0.0	0.0	None
GLRX2	0	0.0	0.0	None
GSTA4	79	117.953	135.0	None
HES6	236	233.624	256.04999999999995	None
EIF4A2	0	0.0	0.0	None
EIF4G2	55	56.134	68.0	None
IKZF4	144	120.278	137.0	None
CAMK2B	49	46.339	57.0	None
KRR1	302	203.14	224.04999999999995	None
KLHL34	46	84.455	99.04999999999995	None
SLC25A30	45	52.937	64.0	None
KLK13	35	46.371	57.0	None
KRI1	63	79.462	94.0	None
KLF2	0	0.0	0.0	None
KLF14	30	34.374	44.0	None
PRKACB	22	18.548	26.0	None
LENG1	50	70.58	84.0	None
LEMD2	0	0.0	0.0	None
LRRN4	0	0.0	0.0	None
MGAT4A	55	55.763	68.0	None
MLC1	56	60.454	74.0	None
MDK	128	119.894	137.0	None
IGF2R	0	0.0	0.0	None
SLC16A7	74	54.335	67.0	None
SLC16A5	81	65.976	79.0	None
MAP2K5	75	97.712	113.04999999999995	None
NUF2	0	0.0	0.0	None
MPHOSPH10	58	58.421	70.0	None
MMP15	98	63.116	76.0	None
METTL21C	0	0.0	0.0	None
MTF2	25	30.686	40.0	None
NCOR2	95	83.646	98.0	None
MYOZ1	26	41.883	53.0	None
DENND4A	188	152.415	170.0	None
NMUR2	0	0.0	0.0	None
NDRG3	38	39.319	49.0	None
TACR2	0	0.0	0.0	None
NGEF	40	29.832	39.0	None
NOXA1	0	0.0	0.0	None
NIP7	0	0.0	0.0	None
PDZD3	48	48.834	60.0	None
NDUFS6	199	175.119	196.0	None
NFS1	91	81.983	97.0	None
NECAP1	209	149.203	168.0	None
NOC4L	60	34.387	44.0	None
EIF2B1	0	0.0	0.0	None
FSD1L	137	119.538	137.04999999999995	None
GLS2	0	0.0	0.0	None
GNA14	0	0.0	0.0	None
GALNT11	64	48.368	60.0	None
GPR132	98	86.337	101.0	None
GPR149	0	0.0	0.0	None
GK5	148	117.364	135.0	None
GRSF1	0	0.0	0.0	None
HAX1	52	41.265	52.0	None
GRAP2	165	149.284	169.0	None
KCNC1	48	62.028	74.0	None
HACL1	62	32.231	42.0	None
SLC2A3	57	52.35	64.0	None
HIST1H3J	59	65.948	79.0	None
HCFC1	0	0.0	0.0	None
GZMA	0	0.0	0.0	None
HIST4H4	0	0.0	0.0	None
KCNE4	0	0.0	0.0	None
LGMN	188	190.027	210.0	None
KCNIP1	78	67.114	80.0	None
PNCK	45	67.355	80.0	None
LGR6	0	0.0	0.0	None
FAIM2	0	0.0	0.0	None
NAV2	0	0.0	0.0	None
LRRTM1	0	0.0	0.0	None
LMTK3	30	19.853	27.0	None
ALOX15	59	69.123	83.0	None
ALOXE3	0	0.0	0.0	None
LOXL4	0	0.0	0.0	None
LTA4H	63	50.439	61.0	None
TRIM71	419	284.273	308.0	ub
MAP4K4	56	35.903	45.0	None
MBD2	0	0.0	0.0	None
MVB12A	27	43.145	53.0	None
MFAP1	0	0.0	0.0	None
MAD2L1	29	44.187	55.0	None
MAPK9	153	133.508	150.0	None
MTFR1L	46	67.197	81.0	None
MESP1	51	28.969	37.0	None
NCR1	58	69.587	83.0	None
MYPOP	144	84.425	99.0	None
SLC24A1	83	78.294	92.0	None
MYOF	0	0.0	0.0	None
NSMF	39	46.566	58.0	None
OR52K1	173	162.262	181.0	None
OARD1	77	93.276	108.0	None
OR52B2	37	22.252	29.0	None
NXPE4	26	40.663	51.0	None
OCIAD1	123	127.117	145.0	None
OR1M1	126	100.511	117.0	None
OR1E1	0	0.0	0.0	None
OR2F1	84	68.082	81.0	None
SHMT1	0	0.0	0.0	None
GSTT2B	226	207.39	228.0	None
GRIK2	41	57.987	70.0	None
GSS	0	0.0	0.0	None
GPRIN1	49	55.068	67.0	None
RASGRP2	0	0.0	0.0	None
HEATR1	91	119.189	136.04999999999995	None
HINFP	88	72.325	86.0	None
HTRA2	42	42.947	54.0	None
HMGCR	184	155.012	173.0	None
IGBP1	0	0.0	0.0	None
DNALI1	0	0.0	0.0	None
IFIT2	206	157.083	176.0	None
IFI44	0	0.0	0.0	None
IGF2BP2	0	0.0	0.0	None
EIF2S1	18	29.442	39.0	None
KRT71	129	97.794	115.0	None
KIAA0232	124	119.786	137.0	None
ISYNA1	62	62.565	76.0	None
KIAA1210	12	17.991	25.0	None
IMPG2	32	36.75	46.049999999999955	None
LYPLAL1	43	44.881	56.0	None
ITIH4	12	13.767	21.0	None
ITPR1	0	0.0	0.0	None
AK2	45	35.537	46.0	None
KEL	68	70.565	84.0	None
KLHL31	10	16.174	23.0	ub
KLK15	134	68.367	80.0	None
KLHL12	0	0.0	0.0	ub
MEOX2	81	64.857	77.0	None
TRMU	135	108.781	125.04999999999995	None
MTERF2	0	0.0	0.0	None
MYOG	150	90.929	105.0	None
MZT1	147	96.166	112.0	None
NCKAP5	140	82.537	98.0	None
NAT10	50	54.204	67.0	ub
NKX2-1	0	0.0	0.0	None
NOLC1	89	80.168	94.0	None
OLFM3	32	27.825	36.0	None
NUP205	295	274.301	299.0	None
SLC10A2	0	0.0	0.0	None
PPP1R15B	0	0.0	0.0	None
NRN1	65	54.09	66.0	None
NR6A1	81	65.081	79.0	None
NUMA1	0	0.0	0.0	None
LEPROT	374	334.634	363.0	None
SLC51B	8	16.907	24.0	None
FAM155A	87	96.27	112.0	None
ENPP2	23	35.844	46.0	None
FAM151A	0	0.0	0.0	None
EXOSC3	0	0.0	0.0	None
F13A1	408	254.292	276.0	None
EVL	9	13.576	20.0	None
FAM13A	0	0.0	0.0	None
FLAD1	0	0.0	0.0	None
FAM187B	0	0.0	0.0	None
ERI2	45	55.842	68.0	None
EXOC4	0	0.0	0.0	None
ESRP2	54	43.412	54.0	None
EPDR1	62	46.326	57.0	None
EPHA7	34	41.229	51.0	None
FDFT1	42	48.172	59.0	None
FGF7	72	56.156	68.0	None
FGFR1OP2	40	36.295	46.0	None
FBXO32	325	219.693	242.0	ub
FBXO41	156	120.149	136.0	None
EFEMP2	0	0.0	0.0	None
FEM1C	0	0.0	0.0	None
FAT2	60	49.276	60.0	None
GPRASP1	15	12.871	19.0	None
FRMD7	0	0.0	0.0	None
FRMD5	0	0.0	0.0	None
FOXI3	0	0.0	0.0	None
FRY	33	17.778	25.0	None
FOXL2	0	0.0	0.0	None
FSIP2	13	20.299	29.0	None
GKN2	0	0.0	0.0	None
GDF5	44	42.365	53.0	None
GDF6	0	0.0	0.0	None
GMNC	114	100.129	116.0	None
GBP6	59	65.232	79.0	None
GNMT	0	0.0	0.0	None
GPATCH2	27	43.057	53.0	None
GPR171	49	52.837	64.0	None
GLRA3	26	19.875	27.0	None
H2AFY	0	0.0	0.0	None
GRK1	114	126.01	142.0	None
HIST1H2BA	61	61.411	73.0	None
SERPIND1	107	94.699	110.0	None
KRT33A	36	28.2	37.0	None
KLHL8	146	178.538	199.0	ub
KATNA1	191	100.502	116.0	None
LAMB3	97	90.11	104.04999999999995	None
LAG3	72	46.199	57.0	None
LECT2	27	24.657	33.0	None
LDLR	0	0.0	0.0	None
MYO7B	0	0.0	0.0	None
MFGE8	335	257.452	281.0	None
MEOX1	75	79.439	94.0	None
IMMT	38	57.917	70.0	None
METTL22	0	0.0	0.0	None
MTA2	106	80.194	94.0	None
APIP	124	101.74	118.0	None
HSPA9	0	0.0	0.0	chap
HACD4	0	0.0	0.0	None
HEG1	118	60.427	72.0	None
HEXA	0	0.0	0.0	None
HIGD2A	37	32.685	41.0	None
HDHD3	0	0.0	0.0	None
HIPK1	137	70.61	83.0	None
HS3ST6	235	187.506	208.0	None
HPSE2	27	27.201	36.0	None
SYNCRIP	45	48.668	59.0	None
IL22RA2	83	59.916	73.0	None
IL22	0	0.0	0.0	None
IGFBP1	33	32.355	41.0	None
IL36A	0	0.0	0.0	None
IQCB1	57	62.109	74.0	None
INHBA	105	88.174	103.0	None
INTS7	0	0.0	0.0	None
ISX	4	5.979	10.0	None
KIAA1549L	34	32.161	41.0	None
IMPG1	54	76.89	92.0	None
KRT18	0	0.0	0.0	None
INSC	0	0.0	0.0	None
JAG2	114	79.243	92.0	None
INSL6	0	0.0	0.0	None
JAGN1	0	0.0	0.0	None
MAPK8IP1	47	63.008	76.0	None
KDM1A	0	0.0	0.0	None
KRTAP16-1	0	0.0	0.0	None
KIF21A	46	26.407	35.0	None
PRPSAP2	0	0.0	0.0	None
KLC4	29	14.035	20.0	None
KLF10	156	161.109	181.0	None
KCNA1	72	95.513	111.0	None
KREMEN2	0	0.0	0.0	None
TMBIM4	34	42.886	53.0	None
LBX2	132	136.181	153.04999999999995	None
LEF1	54	92.405	108.0	None
LHX8	0	0.0	0.0	None
LRRC4	30	27.668	36.0	None
MANBA	57	92.263	106.0	None
MANF	53	58.61	70.0	None
MFAP3	34	35.64	45.0	None
MAPK13	45	57.218	70.0	None
MFN2	75	78.358	92.0	None
SLC25A37	0	0.0	0.0	None
MFSD11	0	0.0	0.0	None
MGP	0	0.0	0.0	None
MLH1	90	45.952	57.0	None
MED24	0	0.0	0.0	None
SLC16A13	0	0.0	0.0	None
MAP2K6	90	71.259	84.0	None
MS4A7	86	96.799	112.0	None
MOCS3	31	23.82	32.0	None
MMP21	8	14.013	20.0	None
RABIF	174	66.771	80.0	None
OFD1	0	0.0	0.0	None
OLIG2	89	101.421	118.0	None
NUDT22	35	29.313	38.0	None
OLFM4	141	112.333	129.0	None
OMG	0	0.0	0.0	None
TRDN	168	104.783	120.0	None
TRIAP1	0	0.0	0.0	None
TREM1	109	98.413	114.0	None
TRIM58	0	0.0	0.0	ub
TPP1	178	135.812	153.0	None
TNPO2	0	0.0	0.0	None
TNFSF18	136	112.136	128.0	None
TRPV6	288	227.667	251.0	None
TSPAN18	0	0.0	0.0	None
TSKU	0	0.0	0.0	None
UGGT1	157	148.476	168.0	None
UBL5	51	78.258	92.0	None
ATP6V1C1	64	86.446	101.0	None
TXNRD1	21	31.17	40.0	None
UBE2G1	34	60.448	73.0	None
UBA5	71	62.645	76.0	None
UGT2B7	0	0.0	0.0	None
UGT1A1	0	0.0	0.0	None
TRPM3	279	239.018	263.0	None
FERMT3	49	45.548	56.049999999999955	None
WDR64	47	61.826	75.0	None
UNC13D	272	191.999	213.0	None
ZRSR2	317	274.558	298.04999999999995	None
UBE4A	67	53.904	66.0	ub
TYROBP	27	35.457	45.0	None
UPK1B	0	0.0	0.0	None
UTS2	0	0.0	0.0	None
UAP1	342	212.368	236.0	None
LCMT2	55	33.982	43.0	None
TXNIP	15	13.233	19.0	None
USP34	108	111.824	127.0	None
SLC25A14	0	0.0	0.0	None
TMEM11	13	22.662	31.0	None
TOR1B	157	112.405	128.0	None
TRIM15	45	58.643	71.0	None
TMPRSS6	0	0.0	0.0	None
TOPAZ1	166	171.579	191.0	None
TMEM104	118	70.168	83.0	None
ATP6V1D	55	38.721	49.0	None
PPIP5K2	0	0.0	0.0	None
UBXN4	137	168.877	188.0	None
USP20	148	163.034	184.0	None
USP12	0	0.0	0.0	None
UCMA	130	140.182	159.0	None
USP44	0	0.0	0.0	None
UFSP2	88	87.852	102.0	None
USP48	43	41.611	52.0	None
UBLCP1	70	72.075	85.0	None
VGLL2	96	87.093	101.0	None
USP6NL	0	0.0	0.0	None
TSPAN8	0	0.0	0.0	None
UBE3D	183	149.048	168.0	None
UBP1	63	47.13	58.0	None
UBE2L6	19	9.346	15.0	None
TSPO2	56	74.368	88.0	None
THBS4	38	40.487	51.0	None
THBS1	32	49.657	61.0	None
UNK	101	84.608	99.0	None
UBE2H	0	0.0	0.0	ub
TSPAN17	34	34.19	44.0	None
TH	0	0.0	0.0	None
UBXN10	193	109.758	126.0	None
RRP9	55	36.397	46.0	None
UNC5B	156	96.943	112.0	None
TYMS	110	48.848	60.0	None
UNC45B	125	91.455	106.0	chap
UIMC1	0	0.0	0.0	None
USP19	83	105.325	121.0	chap
TXNDC11	200	118.785	136.0	None
PLAUR	168	109.276	125.04999999999995	None
UNC80	0	0.0	0.0	None
UBQLN3	0	0.0	0.0	None
USP31	56	50.704	62.0	None
UBE2M	39	61.747	74.0	None
UCKL1	314	252.465	276.0	None
TSNAXIP1	58	39.025	49.0	None
CARS2	21	9.662	15.0	None
GTF2H4	38	47.723	59.0	None
TEX37	19	35.992	45.0	None
TEX38	224	232.957	254.0	None
TEX2	0	0.0	0.0	None
TIFAB	23	22.577	30.0	None
METTL1	34	50.563	62.0	None
TMOD4	307	193.923	215.0	None
TRIP6	163	152.524	170.04999999999995	None
TSGA10	0	0.0	0.0	None
UNC13A	112	147.794	168.0	None
SLC17A6	91	104.373	120.0	None
ATP6V1B1	0	0.0	0.0	None
SYCP3	0	0.0	0.0	None
TNKS1BP1	0	0.0	0.0	None
GTF2E2	47	69.984	83.0	None
L3HYPDH	0	0.0	0.0	None
TBC1D13	213	156.352	177.0	None
TBL3	41	49.452	61.0	None
TBC1D15	55	72.995	87.0	None
TRIOBP	0	0.0	0.0	None
TCF7L1	95	119.477	136.0	None
THEG	103	111.102	127.0	None
CCT2	131	176.161	196.0	chap
TICRR	131	119.639	137.0	None
UBN2	0	0.0	0.0	None
USP54	0	0.0	0.0	None
USP49	88	77.941	92.0	None
USP36	74	81.856	95.0	None
UBQLN1	54	62.488	75.0	None
UBR2	0	0.0	0.0	ub
VCL	0	0.0	0.0	None
GTF2F2	101	93.79	109.0	None
TAS2R10	0	0.0	0.0	None
TAGAP	180	174.568	194.0	None
TBL1X	0	0.0	0.0	ub
TBC1D20	192	150.951	170.0	None
TGM1	26	53.337	65.04999999999995	None
TGM3	32	44.27	55.0	None
TMEM72	0	0.0	0.0	None
TSPYL5	14	20.462	29.0	None
TTC7A	231	181.419	201.0	None
UPRT	54	55.902	68.0	None
VEZT	145	130.057	148.0	None
TBCK	74	74.467	88.0	None
TMEM170B	0	0.0	0.0	None
TAS2R14	73	53.271	66.0	None
PTGES3	83	87.181	101.0	chap
TCEANC2	38	27.089	36.049999999999955	None
TGM4	0	0.0	0.0	None
GTF2H5	0	0.0	0.0	None
TBX20	11	8.014	13.0	None
TMEM95	0	0.0	0.0	None
TMEM18	0	0.0	0.0	None
TSPAN3	59	52.581	65.0	None
THBS3	64	35.162	45.0	None
TTC13	0	0.0	0.0	None
ZRSR1	52	47.143	58.049999999999955	None
UBXN8	81	37.925	48.0	None
VIM	0	0.0	0.0	None
SYT2	0	0.0	0.0	None
TBC1D7	0	0.0	0.0	None
TANK	0	0.0	0.0	ub
TIMM21	0	0.0	0.0	None
TDRD7	33	49.355	60.0	None
TMEM64	21	12.407	18.0	None
TMEM53	0	0.0	0.0	None
TRAPPC4	0	0.0	0.0	None
TTF2	0	0.0	0.0	None
TTC29	50	38.666	49.0	None
URB2	129	92.713	108.0	None
U2AF1L4	33	45.454	56.0	None
UMPS	147	143.859	162.0	None
VEGFC	72	78.686	92.0	None
TMEM150B	164	106.325	123.0	None
TBC1D21	72	71.219	85.0	None
TCEANC	0	0.0	0.0	None
TIMM10	118	71.8	85.0	chap
ACAA2	0	0.0	0.0	None
TIMM23	54	35.77	46.0	None
THOC5	37	41.164	51.0	None
TET3	32	35.028	45.0	None
TCFL5	33	46.693	58.0	None
TEX12	238	132.948	150.0	None
TIRAP	84	92.455	107.0	None
TENM2	81	90.85	106.0	None
TCF25	37	45.256	55.049999999999955	None
TPCN2	59	35.683	46.0	None
TPP2	267	178.638	199.0	None
TRIM69	0	0.0	0.0	None
TNPO1	0	0.0	0.0	None
TRAF7	122	115.427	132.0	ub
TOX2	0	0.0	0.0	None
TMEM203	0	0.0	0.0	None
TMEM38A	42	27.258	35.049999999999955	None
TMEM256	184	127.054	144.0	None
TMEM252	15	22.18	30.049999999999955	None
TMUB2	68	66.944	80.0	None
TLN1	135	67.179	81.0	None
TMEM209	7	8.847	14.0	None
TM2D2	37	37.763	48.0	None
TM2D1	18	40.067	50.0	None
TMEM171	0	0.0	0.0	None
PRSS2	139	132.425	150.0	None
TRUB1	190	132.499	150.0	None
TTLL4	53	48.347	60.0	None
TLR4	276	208.494	231.0	None
TSPAN5	79	129.985	147.04999999999995	None
TREML1	0	0.0	0.0	None
UBA3	37	38.532	48.0	None
UCHL3	49	45.252	56.0	None
UBQLN4	72	68.907	82.0	None
USP45	65	78.293	92.0	None
USP40	124	64.052	77.0	None
USP50	20	23.301	31.0	None
VAPB	126	101.079	117.0	None
TAF10	0	0.0	0.0	None
TAF6L	98	91.723	107.0	None
TP53TG5	57	56.562	69.0	None
TBCA	70	76.205	90.0	chap
TMEM179B	88	59.017	71.0	None
TBC1D1	91	77.107	91.0	None
TANC2	21	19.85	27.0	None
TBC1D12	51	53.686	66.0	None
TCF3	0	0.0	0.0	None
TFPT	110	82.73	97.04999999999995	None
THOP1	0	0.0	0.0	None
CCT5	0	0.0	0.0	chap
TESPA1	0	0.0	0.0	None
TIMP4	121	140.932	158.0	None
CLEC3B	0	0.0	0.0	None
TBX10	32	43.138	54.049999999999955	None
TTN	61	67.237	80.0	None
TRIM28	129	141.684	161.0	ub
TMPRSS2	0	0.0	0.0	None
TPH1	0	0.0	0.0	None
TSHZ2	43	40.167	51.0	None
TSNAX	11	7.06	11.0	None
TRNP1	0	0.0	0.0	None
TROAP	0	0.0	0.0	None
VAX2	0	0.0	0.0	None
USE1	153	82.402	97.0	None
SYP	17	38.25	48.0	None
TADA2B	0	0.0	0.0	None
TARS2	61	27.334	35.049999999999955	None
TP53INP2	105	98.96	115.0	None
TACC3	171	147.08	165.0	None
SYT16	88	77.174	92.0	None
GTF2E1	52	21.562	29.0	None
TMEM132A	27	26.687	35.0	None
TUBB3	0	0.0	0.0	None
TMEM179	0	0.0	0.0	None
TMEM255A	83	91.028	106.0	None
TMEM161B	19	18.684	26.0	None
TARM1	86	88.005	103.0	None
TGFBR3L	0	0.0	0.0	None
TMEM9	89	71.071	84.0	None
TMED1	0	0.0	0.0	None
TRIM35	0	0.0	0.0	None
TPGS1	0	0.0	0.0	None
TOMM20L	182	155.611	176.0	None
TNFRSF17	0	0.0	0.0	None
TMPRSS12	216	180.257	199.0	None
TMEM235	21	23.649	32.0	None
TM9SF2	76	85.244	99.0	None
TMEM263	229	156.882	176.04999999999995	None
TRAPPC12	53	47.042	58.049999999999955	None
TMEM205	41	42.25	52.0	None
TTC23	65	41.733	52.0	None
TSPAN11	126	70.506	84.0	None
TXNDC8	0	0.0	0.0	None
USP22	176	154.178	172.0	None
USP24	98	84.634	98.0	None
USP4	0	0.0	0.0	None
ULK2	0	0.0	0.0	None
UPP1	17	27.577	36.0	None
TEKT1	0	0.0	0.0	None
TRABD2B	0	0.0	0.0	None
TEX26	27	38.57	49.0	None
TECPR2	55	54.076	65.0	None
TIA1	64	56.47	69.0	None
TBX22	0	0.0	0.0	None
TEN1	24	30.693	40.0	None
TRAPPC9	14	15.949	23.0	None
TPI1	78	117.854	137.0	None
ETNK2	0	0.0	0.0	None
SS18L1	0	0.0	0.0	None
CYS1	0	0.0	0.0	None
GJA8	22	48.925	61.0	None
CYHR1	123	117.032	134.0	None
DCP2	0	0.0	0.0	None
DCP1A	49	47.175	59.0	None
DCP1B	0	0.0	0.0	None
DEGS1	0	0.0	0.0	None
DCAF12	0	0.0	0.0	ub
DPY19L3	45	63.556	77.0	None
DES	61	83.643	98.0	None
DMP1	345	314.387	340.04999999999995	None
DNAJC17	179	125.141	142.0	chap
DKKL1	75	52.866	64.0	None
DHX34	139	114.171	132.0	None
DHX36	0	0.0	0.0	None
DNMT3A	0	0.0	0.0	None
DEPDC1B	0	0.0	0.0	None
EAF1	37	26.33	35.0	None
DNMT1	15	9.554	15.0	None
DOCK6	78	90.629	106.0	None
FBXL13	0	0.0	0.0	None
FNDC5	137	91.178	106.0	None
FLNA	0	0.0	0.0	None
FERMT1	47	53.654	65.0	None
FGD6	0	0.0	0.0	None
FHOD1	0	0.0	0.0	None
FAT3	73	49.926	61.0	None
GADD45B	22	16.215	23.0	None
G6PC2	49	35.753	45.0	None
FSTL4	0	0.0	0.0	None
GAS2L3	57	71.736	85.0	None
FOXO4	25	28.638	37.0	None
GLIS2	0	0.0	0.0	None
GOLT1B	0	0.0	0.0	None
CASC4	57	41.478	52.0	None
SLC2A4	36	49.812	61.0	None
GLRX	0	0.0	0.0	None
HAT1	0	0.0	0.0	chap
HIF1A	0	0.0	0.0	None
HEXIM1	0	0.0	0.0	None
