human	macaque	mouse
RAB11A	RAB11A	Rab11a
CENPQ	CENPQ	Cenpq
RAB14	RAB14	Rab14
CLRN1	CLRN1	Clrn1
KRTAP10-8	KRTAP10-8	Gm19668
SEC22B	SEC22B	Sec22b
RAB3B	RAB3B	Rab3b
CACNG1	CACNG1	Cacng1
RGS19	RGS19	Rgs19
STYX	STYX	Styx
TMBIM4	TMBIM4	Tmbim4
PIGX	PIGX	Pigx
HOXA6	HOXA6	Hoxa6
NAA10	NAA10	Naa10
SFR1	SFR1	Sfr1
NUDT7	NUDT7	Nudt7
C21orf2	None	None
CHCHD3	CHCHD3	Chchd3
RAB26	RAB26	Rab26
TAS2R14	TAS2R14	Tas2r140
PRSS42	None	Prss42
RAB5B	RAB5B	Rab5b
OR4B1	None	Olfr1270
SOD2	None	Sod2
MRPS7	MRPS7	Mrps7
NKAIN2	NKAIN2	Nkain2
MTIF3	MTIF3	Mtif3
C12orf71	None	None
SLC22A25	None	Slc22a19
FAM60A	None	Fam60a
APOBEC2	APOBEC2	Apobec2
TPMT	TPMT	Tpmt
AMN	None	Amn
CLDN8	CLDN8	Cldn8
ATP5F1	None	Atp5f1
GIPC2	GIPC2	Gipc2
NEUROG1	NEUROG1	Neurog1
SPATA25	SPATA25	Spata25
INHBC	None	Inhbc
EIF3K	EIF3K	Eif3k
NKX2-8	NKX2-8	Nkx2-9
RHOJ	RHOJ	Rhoj
None	None	None
DIO2	None	Dio2
LIPT2	LIPT2	Lipt2
EVI2A	EVI2A	Evi2a
EFHD1	EFHD1	Efhd1
EIF4E	EIF4E	Eif4e
OR5AS1	None	Olfr1111
OR51T1	None	Olfr574
TIMM21	TIMM21	Timm21
OR2B6	None	Olfr11
SGCG	SGCG	Sgcg
PRDX6	PRDX6	Prdx6
RAB39B	RAB39B	Rab39b
ANKRD46	ANKRD46	Ankrd46
GPX5	GPX5	Gpx5
PRSS8	None	Prss8
UBE2S	UBE2S	Ube2s
CLDN15	CLDN15	Cldn15
PITHD1	PITHD1	Pithd1
TRAPPC4	TRAPPC4	Trappc4
OR8G3P	None	Olfr229
DDIT4	DDIT4	Ddit4
PSPH	PSPH	Psph
RAB27B	RAB27B	Rab27b
CRISP3	CRISP3	None
CBLN2	CBLN2	Cbln2
DCAF16	DCAF16	None
BTG4	BTG4	Btg4
ADGRE4P	None	Emr4
None	None	None
THAP1	THAP1	Thap1
CUEDC2	None	Cuedc2
GZMA	GZMA	Gzma
FGF17	None	Fgf17
OR4F17	None	Olfr1293-ps
TESC	TESC	Tesc
CLRN2	CLRN2	Clrn2
OR5M1	None	Olfr1022
APOOL	APOOL	Apool
HLA-DMB	MAMU-DMB	H2-DMb2
OR10D4P	None	Olfr963
ICAM4	ICAM4	Icam4
OR2AJ1	None	Olfr169
MGARP	MGARP	Mgarp
RRAS	RRAS	Rras
CLDN16	CLDN16	Cldn16
BPIFA3	BPIFA3	Bpifa3
PPIB	PPIB	Ppib
TMEM109	TMEM109	Tmem109
ACRV1	ACRV1	Acrv1
None	None	Olfr733
CD300A	CD300A	Cd300a
LHPP	LHPP	Lhpp
NAA11	NAA11	None
ISX	ISX	Isx
AKR1B15	None	Akr1b8
LYPLAL1	LYPLAL1	Lyplal1
LXN	LXN	Lxn
RSPO1	None	Rspo1
ZCRB1	ZCRB1	Zcrb1
KRTCAP3	KRTCAP3	Krtcap3
CD28	CD28	Cd28
OR9A2	None	Olfr459
GPATCH11	None	Gpatch11
IDI1	IDI1	Idi1
SPEF1	SPEF1	Spef1
SWSAP1	SWSAP1	Swsap1
OR5T3	None	Olfr1093
OR3A4P	None	Olfr399
TMEM204	TMEM204	Tmem204
C6orf203	None	None
GSTA4	GSTA4	Gsta4
MOB3A	MOB3A	Mob3a
POLR3G	POLR3G	Polr3g
OR11H7	None	Olfr746
VGLL4	None	Vgll4
CLEC10A	CLEC10A	Mgl2
INCA1	INCA1	Inca1
C1orf110	None	None
SPAG7	None	Spag7
NMRK2	NMRK2	Nmrk2
OR5K3	None	Olfr195
FBXO17	None	Fbxo17
POLR3GL	POLR3GL	Polr3gl
RAB3D	RAB3D	Rab3d
KCTD5	None	Kctd5
DUSP19	DUSP19	Dusp19
SOD3	SOD3	Sod3
RAB11B	RAB11B	Rab11b
OSM	OSM	Osm
OR6C70	None	Olfr814
CYP2D7	None	Cyp2d12
BPIFA1	BPIFA1	Bpifa1
TSPAN4	None	Tspan4
RTP4	RTP4	Rtp4
AK4	AK4	Ak4
SPCS2	SPCS2	Spcs2
HMGB2	HMGB2	Hmgb2
RNF148	None	Rnf148
TIMP2	None	Timp2
C12orf49	None	None
ZNF561	None	Zfp266
HDHD1	None	Hdhd1a
BASP1	BASP1	Basp1
PID1	PID1	Pid1
PSME2	PSME2	Psme2
C1orf216	C1orf216	None
RAB4B	RAB4B	Rab4b
STXBP6	STXBP6	Stxbp6
OR4F5	None	Olfr1289
YAE1D1	None	Yae1d1
SPSB2	SPSB2	Spsb2
BRMS1	BRMS1	Brms1
DUT	DUT	Dut
OR5AL1	None	Olfr1042
GAR1	GAR1	Gar1
RGS2	RGS2	Rgs2
PRR23C	PRR23C	Prr23a
RHNO1	RHNO1	Rhno1
C6orf136	None	2310061I04Rik
FKBP7	FKBP7	Fkbp7
RAB38	RAB38	Rab38
SYNGR2	SYNGR2	Syngr2
EPDR1	EPDR1	Epdr1
None	None	Pnp2
SLC25A26	SLC25A26	Slc25a26
METTL12	METTL12	None
CDIP1	CDIP1	Cdip1
TPPP	TPPP	Tppp
CLCF1	None	Clcf1
RAB15	RAB15	Rab15
MRGPRX4	MRGPRX4	Mrgpra3
RFPL4AL1	None	None
SCN2B	SCN2B	Scn2b
TMIGD3	TMIGD3	None
FNDC4	None	Fndc4
TSPAN6	None	Tspan6
FAHD1	FAHD1	Fahd1
FGF11	FGF11	Fgf11
None	MAMU-DRB1	None
TM2D2	TM2D2	Tm2d2
C1orf233	None	None
CHMP2B	CHMP2B	Chmp2b
SFTPA1	SFTPA1	Sftpa1
NUDT8	NUDT8	Nudt8
MMAB	MMAB	Mmab
OSTF1	OSTF1	Ostf1
ATP6V1E2	ATP6V1E2	Atp6v1e2
CCDC25	CCDC25	Ccdc25
PEX11G	PEX11G	Pex11g
C5orf28	C5orf28	Gm7120
RCAN1	RCAN1	Rcan1
RPL10L	RPL10L	None
TTC9	TTC9	Ttc9
TRH	TRH	Trh
KDELR1	KDELR1	Kdelr1
CRYBA1	CRYBA1	Cryba1
HSP90B2P	None	None
IZUMO3	IZUMO3	Izumo3
TNF	TNF	Tnf
REP15	REP15	Rep15
MYL10	MYL10	Myl10
OR8B2	None	Olfr918
RP9	RP9	None
PSMD9	PSMD9	Psmd9
RAB25	RAB25	Rab25
GRPEL1	GRPEL1	Grpel1
GLTP	GLTP	Gltp
OR5B3	None	Olfr1469
DKKL1	DKKL1	Dkkl1
DUSP26	DUSP26	Dusp26
COPZ2	COPZ2	Copz2
CD300LF	None	Cd300lf
OR5K4	None	Olfr181
SCG5	SCG5	Scg5
APOL6	APOL6	Apol6
NOTO	NOTO	Noto
SOX15	SOX15	Sox15
PDCD10	PDCD10	Pdcd10
BTBD8	None	Btbd8
OR51H1	None	Olfr555
FGF18	FGF18	Fgf18
RABL2B	RABL2B	Rabl2
PEX11A	PEX11A	Pex11a
SOSTDC1	SOSTDC1	Sostdc1
CDKN3	CDKN3	Cdkn3
CLDN1	CLDN1	Cldn1
COPS8	COPS8	Cops8
EBAG9	EBAG9	Ebag9
None	None	Gstt4
BOK	BOK	Bok
BPHL	BPHL	Bphl
None	REN	None
FGFBP1	FGFBP1	Fgfbp1
ARHGDIG	ARHGDIG	Arhgdig
OR10H2	None	Olfr55
CASP14	CASP14	Casp14
CBR1	None	Cbr1
TSPAN31	TSPAN31	Tspan31
None	None	Olfr466
CCDC43	CCDC43	Ccdc43
HIST1H1B	None	Hist1h1b
GP6	GP6	Gp6
IGSF6	IGSF6	Igsf6
CLEC9A	CLEC9A	Clec9a
KDELR3	KDELR3	Kdelr3
MXI1	MXI1	Mxi1
C12orf60	None	None
MPZL2	MPZL2	Mpzl2
TMBIM6	TMBIM6	Tmbim6
FGF16	FGF16	Fgf16
HUS1	None	Hus1
RPS8	RPS8	Rps8
TNFSF14	TNFSF14	Tnfsf14
CLEC2L	CLEC2L	Clec2l
TFPI2	TFPI2	Tfpi2
CRYBB2	CRYBB2	Crybb2
TREM2	TREM2	Trem2
ATRAID	ATRAID	Atraid
RAB7A	None	Rab7
NKAIN1	NKAIN1	Nkain1
SHISA5	SHISA5	Shisa5
PGRMC2	PGRMC2	Pgrmc2
BNIP3L	BNIP3L	Bnip3l
SAP30	SAP30	Sap30
FGF10	FGF10	Fgf10
C10orf82	None	None
RGS4	RGS4	Rgs4
DKK4	DKK4	Dkk4
CYB561D2	CYB561D2	Cyb561d2
UBE2E3	UBE2E3	Ube2e3
RAB6B	RAB6B	Rab6b
OR52Z1	None	Olfr67
HAND1	HAND1	Hand1
NRIP2	NRIP2	Nrip2
RPL15	RPL15	Rpl15
FGF9	FGF9	Fgf9
FRAT2	FRAT2	Frat2
MIS18A	MIS18A	Mis18a
FGF19	FGF19	Fgf15
NDFIP1	NDFIP1	Ndfip1
None	None	None
RAB5C	None	Rab5c
TACSTD2	None	Tacstd2
ZMAT4	ZMAT4	Zmat4
FNDC5	FNDC5	Fndc5
LINC01125	None	4933424G06Rik
DHRS2	DHRS2	Dhrs2
KRTAP10-9	None	Gm19402
OR8J2	None	Olfr1062
RAB8A	RAB8A	Rab8a
CDIPT	CDIPT	Cdipt
VAMP7	None	None
KRTAP24-1	KRTAP24-1	Krtap24-1
OR5G3	None	Olfr998
LURAP1L	LURAP1L	Lurap1l
MED18	MED18	Med18
LILRA4	None	None
PRSS2	PRSS2	Try10
MOSPD1	MOSPD1	Mospd1
CTRL	None	Ctrl
SNAP25	SNAP25	Snap25
PSMB11	PSMB11	Psmb11
PPP1R35	PPP1R35	Ppp1r35
DRAM2	None	Dram2
UROS	UROS	Uros
SYCE1L	SYCE1L	Syce1l
PACRGL	PACRGL	Pacrgl
CLEC1B	CLEC1B	Clec1b
CTLA4	CTLA4	Ctla4
MS4A7	MS4A7	Ms4a7
SFTPA2	None	None
PROCR	PROCR	Procr
CAPNS2	None	Capns2
None	TAS2R43	None
CLDN20	CLDN20	None
PDDC1	PDDC1	Pddc1
GSG1	GSG1	Gsg1
MS4A6A	MS4A6A	Ms4a6b
DNAJB9	DNAJB9	Dnajb9
C21orf33	None	D10Jhu81e
ZDHHC12	None	Zdhhc12
CLDN5	CLDN5	Cldn5
CCDC103	CCDC103	Ccdc103
YIPF6	YIPF6	Yipf6
TXNDC9	TXNDC9	Txndc9
FAM101A	None	Fam101a
None	None	None
TMEM54	TMEM54	Tmem54
BRICD5	BRICD5	Bricd5
RTBDN	RTBDN	Rtbdn
C1orf174	None	None
RNF151	RNF151	Rnf151
DPT	DPT	Dpt
SYNGR1	None	Syngr1
NME5	NME5	Nme5
JOSD1	JOSD1	Josd1
SPDYE4	SPDYE4	Spdyb
RAB4A	RAB4A	Rab4a
NFYB	NFYB	Nfyb
OR7A5	None	Olfr1351
VCPKMT	None	Vcpkmt
RHOQ	RHOQ	Rhoq
SUMF2	None	Sumf2
RRAS2	RRAS2	Rras2
TIMM23	TIMM23	Timm23
THTPA	THTPA	Thtpa
FGFBP3	FGFBP3	Fgfbp3
GPX3	GPX3	Gpx3
AGPAT2	AGPAT2	Agpat2
TMED7	None	Tmed7
SDF2L1	SDF2L1	Sdf2l1
TAF10	TAF10	Taf10
ASF1A	ASF1A	Asf1a
C5orf30	C5orf30	D1Ertd622e
OLAH	None	Olah
RAB42	RAB42	Rab42
SELP	None	Selp
EFNA2	EFNA2	Efna2
FTMT	FTMT	None
PROSC	None	Prosc
OR5P2	None	Olfr502
HSPB1	HSPB1	Hspb1
RAB5A	RAB5A	Rab5a
SOCS1	SOCS1	Socs1
TMEM41A	None	Tmem41a
RAB2A	RAB2A	Rab2a
MAD2L2	MAD2L2	Mad2l2
ALKBH7	ALKBH7	Alkbh7
FAM64A	None	Fam64a
KLK4	KLK4	Klk4
FKBP14	FKBP14	Fkbp14
TMEM222	TMEM222	Tmem222
HOXB7	HOXB7	Hoxb7
LYSMD1	LYSMD1	Lysmd1
STARD4	STARD4	Stard4
VSTM2L	VSTM2L	None
TMED10	TMED10	Tmed10
CALY	CALY	Caly
GSTTP1	None	None
RAB19	RAB19	Rab19
HIST1H1E	None	Hist1h1e
RALA	RALA	Rala
RILP	None	Rilp
IL22RA2	IL22RA2	Il22ra2
SCN3B	SCN3B	Scn3b
OR8G1	None	Olfr937
KIR2DL4	KIR2DL4	None
CAPSL	CAPSL	Capsl
SLAMF9	SLAMF9	Slamf9
SDF2	SDF2	Sdf2
OR7G3	None	Olfr834
None	None	None
RAB24	RAB24	Rab24
TMEM106C	TMEM106C	Tmem106c
RAB1A	RAB1A	Rab1
CD81	CD81	Cd81
LHFP	LHFP	Lhfp
MOB2	None	Mob2
KDELR2	KDELR2	Kdelr2
TMEM253	TMEM253	Tmem253
TMEM150B	TMEM150B	Tmem150b
IFI30	IFI30	Ifi30
OR2A14	None	Olfr441
ZNRF2	ZNRF2	Znrf2
RABL2A	None	None
TMEM125	TMEM125	Tmem125
ZFAND6	ZFAND6	Zfand6
C1orf198	None	None
A4GNT	None	A4gnt
RHOD	RHOD	Rhod
TIMP1	TIMP1	Timp1
PSMB3	PSMB3	Psmb3
NSMCE2	NSMCE2	Nsmce2
C16orf78	None	4933402J07Rik
MAD2L1	MAD2L1	Mad2l1
RNF152	RNF152	Rnf152
PRRG4	PRRG4	Prrg4
FCN2	None	None
GINS3	GINS3	Gins3
CCDC70	CCDC70	Ccdc70
EFCAB1	EFCAB1	Efcab1
C9orf9	None	None
FIBIN	FIBIN	Fibin
PBLD	None	Pbld1
OR4L1	None	Olfr723
DGCR6	DGCR6	Dgcr6
RASL10B	RASL10B	Rasl10b
MKRN2OS	None	Mkrn2os
NABP2	NABP2	Nabp2
MIXL1	MIXL1	Mixl1
NFAM1	NFAM1	Nfam1
RPL13	RPL13	Rpl13
SOST	SOST	Sost
POLR2E	None	Polr2e
RPS5	RPS5	Rps5
RAB30	RAB30	Rab30
NXF5	None	None
CLDN4	CLDN4	Cldn4
MRPS34	MRPS34	Mrps34
OR1R1P	None	Olfr398
PSMB9	PSMB9	Psmb9
LIN7B	LIN7B	Lin7b
None	None	Prss47
METTL5	METTL5	Mettl5
C4orf22	None	None
RAB41	RAB41	None
WFDC1	WFDC1	Wfdc1
ZNF234	None	Zfp600
ROPN1L	ROPN1L	Ropn1l
RTP2	RTP2	Rtp2
FCF1	FCF1	Fcf1
CREG1	CREG1	Creg1
HES6	HES6	Hes6
OR2T29	None	Olfr325
OR10J1	None	None
CHMP3	None	Chmp3
MRGBP	MRGBP	Mrgbp
UBE2E2	UBE2E2	Ube2e2
TMEM27	None	Tmem27
RAB6A	RAB6A	Rab6a
C12orf43	C12orf43	None
OR4C5	None	Olfr1260
DNAJC5	DNAJC5	Dnajc5
RNF222	RNF222	Rnf222
GRPEL2	GRPEL2	Grpel2
None	PRSS1	Gm10334
THOC7	THOC7	Thoc7
OR5T1	None	Olfr1094
RAB35	RAB35	Rab35
ZBED2	ZBED2	None
TAGLN2	TAGLN2	Tagln2
COMMD5	COMMD5	Commd5
CPSF4	CPSF4	Cpsf4
HDGFRP3	None	Hdgfrp3
DRAP1	DRAP1	Drap1
MS4A8	None	Ms4a8a
RAB28	None	Rab28
THEM5	THEM4	Them5
ARL6IP6	ARL6IP6	Arl6ip6
None	DAPK2	Dapk3
OR2T4	None	Olfr330
FGF20	FGF20	Fgf20
HSD11B1L	HSD11B1L	None
MIS12	MIS12	Mis12
DNAJC9	DNAJC9	Dnajc9
ZCCHC18	None	Zcchc18
NTF4	NTF4	Ntf5
POLR3H	POLR3H	Polr3h
CABP2	CABP2	Cabp2
TNFSF9	TNFSF9	Tnfsf9
MALSU1	MALSU1	Malsu1
CCER2	None	Gm6537
RAB27A	None	Rab27a
ND2	None	None
MED20	None	Med20
H1FX	H1FX	H1fx
None	None	None
SCN1B	None	Scn1b
SIKE1	SIKE1	Sike1
EDARADD	EDARADD	Edaradd
CIDEB	CIDEB	Cideb
BCL7A	BCL7A	Bcl7a
BHLHE23	BHLHE23	Bhlhe23
TMEM247	TMEM247	Tmem247
None	None	AI854703
RALB	RALB	Ralb
SENP8	SENP8	Senp8
TP53INP2	TP53INP2	Trp53inp2
PSMC3IP	PSMC3IP	Psmc3ip
OR5P3	None	Olfr508
PABPC1L2A	PABPC1L2A	None
ATP5SL	None	Atp5sl
CXXC4	None	Cxxc4
PSMB2	PSMB2	Psmb2
ZGLP1	ZGLP1	Zglp1
WDYHV1	WDYHV1	Wdyhv1
PRR23A	PRR23A	None
TAGLN	TAGLN	Tagln
NBPF7	NBPF7	None
OIP5	OIP5	Oip5
OR4C16	None	Olfr1209
RAB9A	RAB9A	Rab9
ZMAT2	ZMAT2	Zmat2
CD320	CD320	Cd320
MED29	MED29	Med29
TMEM114	TMEM114	Tmem114
RAB10	RAB10	Rab10
PNRC1	None	Pnrc1
TRNP1	TRNP1	Trnp1
KLRK1	KLRK1	Klrk1
VSTM2A	VSTM2A	Vstm2a
TAGLN3	TAGLN3	Tagln3
C15orf43	None	None
CCDC59	CCDC59	Ccdc59
SCX	SCX	Scx
ELANE	ELANE	Elane
TMED3	TMED3	Tmed3
MPV17L2	MPV17L2	Mpv17l2
FAM220A	None	Fam220a
ARL15	ARL15	Arl15
CBR3	None	Cbr3
MBL2	MBL2	Mbl2
FAM168B	None	Fam168b
RHOF	RHOF	Rhof
DIRAS2	DIRAS2	Diras2
CLDN9	None	Cldn9
THYN1	THYN1	Thyn1
CLDN7	CLDN7	Cldn7
UBE2K	UBE2K	Ube2k
FGF7	FGF7	Fgf7
RAB8B	RAB8B	Rab8b
C11orf73	C11orf73	None
ARL4A	ARL4A	Arl4a
CLDN3	CLDN3	Cldn3
GH1	GH1	Gh
HMGB3	HMGB3	Hmgb3
C17orf64	None	None
RAB2B	RAB2B	Rab2b
LYG2	LYG2	Lyg2
KCNK17	KCNK17	None
RPL14	None	Rpl14
GIMAP5	GIMAP5	Gimap3
RBP4	RBP4	Rbp4
ROPN1B	None	Ropn1
DECR2	None	Decr2
RAB7B	None	None
AQP6	AQP6	None
SPATA24	SPATA24	Spata24
RNF186	RNF186	Rnf186
ZNF581	ZNF581	None
BTF3	BTF3	Btf3
STX8	STX8	Stx8
METTL7A	METTL7A	Mettl7a1
SLC22A9	None	Slc22a27
CSRP2	CSRP2	Csrp2
EGFL8	None	Egfl8
RAB18	RAB18	Rab18
COQ10A	None	Coq10a
LUZP4	LUZP4	None
ECH1	None	Ech1
VEGFB	VEGFB	Vegfb
CTRB2	None	Ctrb1
DUSP14	DUSP14	Dusp14
PPP1R2	PPP1R2	Ppp1r2
HES7	HES7	Hes7
SMCO3	None	Smco3
SLC22A10	None	Slc22a30
DGCR6L	None	None
TLDC2	None	None
TEX101	TEX101	Tex101
U2AF1L4	U2AF1L4	U2af1l4
RERG	RERG	Rerg
GZMM	GZMM	Gzmm
CLDN24	CLDN24	Cldn24
ASF1B	ASF1B	Asf1b
PRDX1	PRDX1	Prdx1
ARL6IP1	None	Arl6ip1
HSPB8	HSPB8	Hspb8
OR5J2	None	Olfr1052
EFNA1	EFNA1	Efna1
GSTT2B	GSTT2	Gstt2
H1FNT	None	None
LAPTM4B	LAPTM4B	Laptm4b
CLDN22	CLDN22	Cldn22
FKBP3	FKBP3	Fkbp3
SRI	SRI	Sri
ICAM2	ICAM2	Icam2
C9orf135	None	None
SULT1C3	SULT1C3	None
TMIGD2	TMIGD2	None
CRIP2	CRIP2	Crip2
MXD4	MXD4	Mxd4
LAT2	LAT2	Lat2
C11orf70	None	None
GPX8	GPX8	Gpx8
YKT6	YKT6	Ykt6
TCEAL4	TCEAL4	None
PRR23D1	None	None
OR2A42	None	Olfr435
SAR1A	SAR1A	Sar1a
TMED2	TMED2	Tmed2
TMEM69	None	Tmem69
RASSF3	RASSF3	Rassf3
COA7	None	Coa7
FAM156A	FAM156B	Tmem29
AZU1	AZU1	None
SNX10	SNX10	Snx10
NUBP2	None	Nubp2
C19orf40	None	None
CHMP4A	None	None
OR4F21	None	Olfr1306
TRPT1	TRPT1	Trpt1
IL34	IL34	None
RHOB	None	Rhob
NUDT5	NUDT5	Nudt5
BLVRB	BLVRB	Blvrb
DUPD1	DUPD1	Dupd1
RTP3	RTP3	None
CYB561D1	CYB561D1	Cyb561d1
RANBP1	RANBP1	Ranbp1
LIN28A	None	Lin28a
MXD3	MXD3	Mxd3
ARL4D	ARL4D	Arl4d
C17orf99	None	None
ULBP2	None	None
OLIG1	None	Olig1
TMEM45A	TMEM45A	Tmem45a
TMEM9B	TMEM9B	Tmem9b
PRDX2	PRDX2	Prdx2
RSC1A1	None	Rsc1a1
ADTRP	ADTRP	Adtrp
TCF23	TCF23	Tcf23
CLDN11	CLDN11	Cldn11
RGS1	RGS1	Rgs1
GTF3C6	GTF3C6	Gtf3c6
OR5H8	None	Olfr187
SYNGR4	SYNGR4	Syngr4
CIDEA	None	Cidea
RPL19	RPL19	Rpl19
APOO	APOO	Apoo
KRTAP4-6	None	Krtap4-8
CYB561	None	Cyb561
FAM177A1	FAM177A1	None
C21orf62	C21orf62	None
LRRC61	LRRC61	Lrrc61
TMEM179B	TMEM179B	Tmem179b
LSM12	None	Lsm12
MRPL48	MRPL48	Mrpl48
GUCA1A	GUCA1A	Guca1a
IL17D	IL17D	Il17d
CLEC4A	CLEC4A	Clec4a2
AES	None	Aes
NCALD	NCALD	Ncald
PXMP4	PXMP4	Pxmp4
WFDC8	WFDC8	Wfdc8
GSTM2	GSTM5	Gstm7
OR5AC1	None	Olfr198
C22orf23	None	None
APOL2	APOL2	Apol8
DENR	DENR	Denr
PLAC1	PLAC1	Plac1
CFAP20	C16orf80	Cfap20
IL37	IL37	None
HPCA	HPCA	Hpca
TCEAL3	None	Tceal6
TSPAN2	None	Tspan2
TM4SF1	TM4SF1	Tm4sf1
MSC	MSC	Msc
MRAS	MRAS	Mras
STARD6	STARD6	Stard6
VSTM5	VSTM5	Vstm5
CSRP1	CSRP1	Csrp1
CBY3	CBY3	Cby3
TNFRSF14	TNFRSF14	None
CBLN4	CBLN4	Cbln4
SPRYD7	SPRYD7	Spryd7
BLOC1S4	BLOC1S4	Bloc1s4
CLRN3	CLRN3	Clrn3
OR2AK2	None	Olfr318
PLD6	PLD6	Pld6
CCDC85B	CCDC85B	Ccdc85b
CCDC28B	CCDC28B	Ccdc28b
RAB1B	None	Rab1b
SELT	None	Selt
LAMP1	None	Lamp1
PPIC	PPIC	Ppic
RPAIN	RPAIN	Rpain
FAM127A	FAM127A	None
N6AMT1	N6AMT1	N6amt1
LIN7C	LIN7C	Lin7c
GSTP1	GSTP1	Gstp1
TEX261	None	Tex261
GPX4	GPX4	Gpx4
None	None	Gm6268
VBP1	VBP1	Vbp1
RBPMS2	RBPMS2	Rbpms2
MIF4GD	None	Mif4gd
FGFBP2	FGFBP2	None
RHOC	None	Rhoc
PXDC1	None	Pxdc1
None	GPX6	Gpx6
CRYBB3	CRYBB3	Crybb3
TPRG1	None	Tprg
TVP23A	TVP23A	Tvp23a
RHOA	RHOA	Rhoa
CLEC12A	CLEC12A	Clec12a
ARHGDIB	ARHGDIB	Arhgdib
VSNL1	VSNL1	Vsnl1
TFAM	TFAM	Tfam
PDGFA	PDGFA	Pdgfa
OR5AK3P	None	Olfr995
EBPL	EBPL	Ebpl
AP3S2	None	Ap3s2
GOLGA8DP	None	None
HPCAL4	HPCAL4	Hpcal4
TNFSF12	None	Tnfsf12
CRISP1	CRISP1	Crisp4
SAMD10	SAMD10	Samd10
VHL	VHL	Vhl
C8orf82	C8orf82	None
IL6	None	Il6
AP3S1	AP3S1	Ap3s1
FGF6	FGF6	Fgf6
VTI1B	None	Vti1b
CDO1	CDO1	Cdo1
MS4A15	MS4A15	Ms4a15
TM2D1	TM2D1	Tm2d1
DDIT4L	DDIT4L	Ddit4l
TMEM249	TMEM249	None
PQLC3	PQLC3	Pqlc3
FGF4	FGF4	Fgf4
BCL2L11	BCL2L11	Bcl2l11
GSTT2	None	None
RAB9B	RAB9B	Rab9b
AMELX	AMELX	Amelx
OR4C6	None	Olfr1189
SSSCA1	SSSCA1	Sssca1
CD83	CD83	Cd83
PPIF	PPIF	Ppif
IZUMO4	IZUMO4	Izumo4
ZBED3	ZBED3	Zbed3
SPRYD4	SPRYD4	Spryd4
SAR1B	SAR1B	Sar1b
HPGDS	HPGDS	Hpgds
CD8A	CD8A	Cd8a
CEACAM7	CEACAM7	None
SSU72	SSU72	Ssu72
RHOG	RHOG	Rhog
PDGFB	PDGFB	Pdgfb
TMEM199	TMEM199	Tmem199
THEM6	THEM6	Them6
ARTN	ARTN	Artn
CDKN1B	CDKN1B	Cdkn1b
TSPAN1	TSPAN1	Tspan1
POLR2M	None	Polr2m
TNFSF18	TNFSF18	Tnfsf18
NRSN2	NRSN2	Nrsn2
CINP	CINP	Cinp
HPCAL1	HPCAL1	Hpcal1
RAC3	RAC3	Rac3
DNAJC5B	DNAJC5B	Dnajc5b
CDV3	CDV3	Cdv3
REEP1	None	Reep1
BSG	None	Bsg
EMG1	EMG1	Emg1
CBX5	CBX5	Cbx5
PTTG1	PTTG1	Pttg1
VTI1A	VTI1A	Vti1a
BNIP3	BNIP3	Bnip3
DESI2	DESI2	Desi2
SLMO2	SLMO2	Slmo2
NDNL2	None	Ndnl2
TAF11	TAF11	Taf11
AKIRIN1	AKIRIN1	Akirin1
ATP5S	None	Atp5s
RAC2	RAC2	Rac2
MRPS15	MRPS15	Mrps15
CD200R1L	CD200R1L	Cd200r4
FAM3A	FAM3A	Fam3a
TSPY3	None	None
TSPY10	None	None
RAC1	RAC1	Rac1
None	None	None
OR5AK2	None	Olfr993
DLEU7	DLEU7	Dleu7
C8orf37	C8orf37	None
MYL6B	MYL6B	Myl6b
IL27	IL27	Il27
PNPLA4	PNPLA4	None
LIF	LIF	Lif
ANP32A	None	Anp32a
TMEM70	TMEM70	Tmem70
ZCCHC10	ZCCHC10	Zcchc10
UBAP1L	None	Ubap1l
C16orf45	None	None
IGF1	IGF1	Igf1
DCTN6	DCTN6	Dctn6
DTYMK	DTYMK	Dtymk
PRADC1	PRADC1	Pradc1
MRPL24	MRPL24	Mrpl24
NKX3-1	NKX3-1	Nkx3-1
TPD52L1	TPD52L1	Tpd52l1
LTA	LTA	Lta
NQO2	NQO2	Nqo2
None	None	None
RPS9	RPS9	Rps9
LRRC74B	None	Lrrc74b
RPL9	RPL9	Rpl9
RAB37	RAB37	Rab37
OR8K5	None	Olfr1053
NDUFS8	NDUFS8	Ndufs8
PROP1	PROP1	Prop1
CSRP3	None	Csrp3
HES4	HES4	None
RPS7	RPS7	Rps7
ARL4C	ARL4C	Arl4c
KLRF1	KLRF1	None
FRG2	None	AA415398
SOCS2	SOCS2	Socs2
GLIPR1L1	GLIPR1L1	Glipr1l1
FAM167A	FAM167A	Fam167a
ARHGDIA	ARHGDIA	Arhgdia
NKIRAS2	NKIRAS2	Nkiras2
HDGF	HDGF	Hdgf
OR51B4	None	Olfr66
IL12A	None	Il12a
COMTD1	None	Comtd1
TM2D3	None	Tm2d3
TM4SF18	TM4SF18	None
C8orf46	C8orf46	None
CD53	CD53	Cd53
MARCKSL1	MARCKSL1	Marcksl1
NCS1	None	Ncs1
AKIP1	AKIP1	Akip1
RBM18	RBM18	Rbm18
ANKRD7	ANKRD7	Ankrd7
AICDA	AICDA	Aicda
IL15RA	IL15RA	Il15ra
PGPEP1	PGPEP1	Pgpep1
CDC42	CDC42	Cdc42
