human	macaque	mouse
PA2GC_HUMAN	A0A5F7ZTC5_MACMU	PA2GC_MOUSE
MAGB4_HUMAN	A0A5F7ZTC5_MACMU	Q9D2H4_MOUSE
RPAC2_HUMAN	A0A5F7ZTC5_MACMU	RPAC2_MOUSE
ERIC4_HUMAN	A0A5F8A3B5_MACMU	ERIC4_MOUSE
PBIR3_HUMAN	F7HFJ3_MACMU	ERIC4_MOUSE
RFA3_HUMAN	F6TGA8_MACMU	RFA3_MOUSE
SESQ1_HUMAN	F6TGA8_MACMU	SESQ1_MOUSE
MED11_HUMAN	F6TGA8_MACMU	MED11_MOUSE
MED11_HUMAN	A0A1D5QNR0_MACMU	Q9D9G7_MOUSE
F153B_HUMAN	A0A1D5Q5N3_MACMU	Q9D9G7_MOUSE
SMI19_HUMAN	G7MZ79_MACMU	SMI19_MOUSE
MNDA_HUMAN	G7MZ79_MACMU	IFI5B_MOUSE
PTHY_HUMAN	A0A5F7ZGK7_MACMU	Q9Z0L6_MOUSE
NU6M_HUMAN	Q6IYG7_MACMU	NU6M_MOUSE
TSTD1_HUMAN	F6V1M5_MACMU	E9PY03_MOUSE
TCL1B_HUMAN	F7CDS4_MACMU	TCLB4_MOUSE
SPXN2_HUMAN	F6S931_MACMU	TCLB4_MOUSE
CYB5B_HUMAN	A0A1D5QJT8_MACMU	CYB5B_MOUSE
ARP19_HUMAN	A0A5F8A086_MACMU	ARP19_MOUSE
CXL14_HUMAN	F6SLL1_MACMU	CXL14_MOUSE
IQCF6_HUMAN	A0A1D5REQ6_MACMU	G3UWF2_MOUSE
PRAM6_HUMAN	A0A1D5REQ6_MACMU	A2ASJ0_MOUSE
RT23_HUMAN	A0A1D5REQ6_MACMU	RT23_MOUSE
T2AG_HUMAN	A0A1D5QF26_MACMU	T2AG_MOUSE
H2BFM_HUMAN	F7B436_MACMU	T2AG_MOUSE
SH3L2_HUMAN	H9G0H1_MACMU	SH3L2_MOUSE
RL36A_HUMAN	F6VSQ6_MACMU	RL36A_MOUSE
PRA27_HUMAN	F6VSQ6_MACMU	A2AGW8_MOUSE
APC16_HUMAN	F6TCS8_MACMU	APC16_MOUSE
COX7R_HUMAN	F7GAF4_MACMU	COX7R_MOUSE
YBEY_HUMAN	F7GAF4_MACMU	YBEY_MOUSE
PTMA_HUMAN	F7GZS2_MACMU	PTMA_MOUSE
CALL5_HUMAN	F7HMI0_MACMU	CALM4_MOUSE
RM54_HUMAN	I2CY71_MACMU	RM54_MOUSE
FKB1B_HUMAN	F7EP21_MACMU	FKB1B_MOUSE
GNTK_HUMAN	F7EP21_MACMU	GNTK_MOUSE
RPRM_HUMAN	F6YH13_MACMU	RPRM_MOUSE
RPRM_HUMAN	A0A5F7ZBN3_MACMU	K7N6H3_MOUSE
VATG3_HUMAN	F7H218_MACMU	VATG3_MOUSE
BST2_HUMAN	A0A1D5Q5T5_MACMU	BST2_MOUSE
CHUR_HUMAN	A0A1D5Q5T5_MACMU	CHUR_MOUSE
OR6T1_HUMAN	A0A1D5Q5T5_MACMU	OLF49_MOUSE
DYT2B_HUMAN	A0A1D5Q5T5_MACMU	DYT2B_MOUSE
DNAL4_HUMAN	F7AP66_MACMU	DNAL4_MOUSE
A0A0G2JP20_HUMAN	F7AP66_MACMU	A2A8M8_MOUSE
BET1_HUMAN	A0A1D5QZ36_MACMU	BET1_MOUSE
EMC6_HUMAN	F7E3H9_MACMU	EMC6_MOUSE
ZN625_HUMAN	F7E3H9_MACMU	A2ARR8_MOUSE
TM233_HUMAN	A0A5F8ANU8_MACMU	TM233_MOUSE
ERH_HUMAN	I0FGK6_MACMU	ERH_MOUSE
PVLEF_HUMAN	A0A1D5QK22_MACMU	ERH_MOUSE
TTHY_HUMAN	A0A5F8AU90_MACMU	TTHY_MOUSE
DB125_HUMAN	F7EN98_MACMU	TTHY_MOUSE
KV401_HUMAN	F7HU19_MACMU	KV3A9_MOUSE
RT26_HUMAN	F7HU19_MACMU	RT26_MOUSE
OCM2_HUMAN	A0A5F7ZW09_MACMU	ONCO_MOUSE
EFC11_HUMAN	A0A5F7ZW09_MACMU	EFC11_MOUSE
NDUAD_HUMAN	A0A5F7ZW09_MACMU	NDUAD_MOUSE
SDHF1_HUMAN	F6X7B7_MACMU	SDHF1_MOUSE
SDHF1_HUMAN	A0A1D5QNA2_MACMU	Q80UR4_MOUSE
UMAD1_HUMAN	A0A5F8AS97_MACMU	E0CX23_MOUSE
ADM5_HUMAN	A0A1D5QLE2_MACMU	E0CX23_MOUSE
LCE2B_HUMAN	F7D8P5_MACMU	E0CX23_MOUSE
LCE1E_HUMAN	A0A5F7ZWD1_MACMU	Q9D731_MOUSE
KRA59_HUMAN	A0A5F7ZWD1_MACMU	KRA54_MOUSE
CA210_HUMAN	F7H713_MACMU	CA210_MOUSE
CA210_HUMAN	F6XYA8_MACMU	AT5G1_MOUSE
GUC2A_HUMAN	F7GUF3_MACMU	GUC2A_MOUSE
TUSC2_HUMAN	F7DQ08_MACMU	TUSC2_MOUSE
KHDCL_HUMAN	G7MPQ2_MACMU	KHD1B_MOUSE
WFDC2_HUMAN	F7HII1_MACMU	WFDC2_MOUSE
CDD_HUMAN	F7HII1_MACMU	CDD_MOUSE
CK097_HUMAN	A0A5F8AHZ4_MACMU	CK097_MOUSE
LBH_HUMAN	H9YVV0_MACMU	LBH_MOUSE
TEX48_HUMAN	A0A5F7ZDA6_MACMU	Q9DA81_MOUSE
MIC13_HUMAN	A0A1D5QSH8_MACMU	MIC13_MOUSE
CYB5_HUMAN	A0A1D5QSH8_MACMU	CYB5_MOUSE
CYB5_HUMAN	A0A5F7ZBL5_MACMU	PRS44_MOUSE
HRCT1_HUMAN	F7GRF5_MACMU	HRCT1_MOUSE
CE067_HUMAN	A0A1D5Q6J2_MACMU	HRCT1_MOUSE
PHS_HUMAN	F7F694_MACMU	PHS_MOUSE
CHCH5_HUMAN	H9G0N5_MACMU	CHCH5_MOUSE
CDKA1_HUMAN	F7A6I0_MACMU	CDKA1_MOUSE
TYOBP_HUMAN	TYOBP_MACMU	TYOBP_MOUSE
PRB3_HUMAN	A0A5F7ZPK4_MACMU	E9PXN1_MOUSE
PRAM4_HUMAN	A0A5F7ZPK4_MACMU	A0A0J9YUV1_MOUSE
PPDPF_HUMAN	F6W3F1_MACMU	PPDPF_MOUSE
TM86B_HUMAN	F6W3F1_MACMU	TM86B_MOUSE
PLAC8_HUMAN	F6U372_MACMU	PLAC8_MOUSE
SMDC1_HUMAN	F6U372_MACMU	SMDC1_MOUSE
BORC8_HUMAN	F6U372_MACMU	BORC8_MOUSE
RM52_HUMAN	F7GFV5_MACMU	RM52_MOUSE
MRUPP_HUMAN	A0A5F7ZHA4_MACMU	RM52_MOUSE
CYTS_HUMAN	A0A1D5QX39_MACMU	RM52_MOUSE
RT06_HUMAN	H9FYL5_MACMU	RT06_MOUSE
SELH_HUMAN	F7HSQ4_MACMU	SELH_MOUSE
CLUP3_HUMAN	F7AZ57_MACMU	SELH_MOUSE
CN178_HUMAN	F7GT84_MACMU	SELH_MOUSE
KRA44_HUMAN	F7GT84_MACMU	Q9D7P3_MOUSE
TMM91_HUMAN	F7GT84_MACMU	TMM91_MOUSE
CK052_HUMAN	F6ZPV5_MACMU	CK052_MOUSE
INS_HUMAN	F7AUL3_MACMU	INS2_MOUSE
TVA24_HUMAN	A0A5F8AQA0_MACMU	INS2_MOUSE
RL36_HUMAN	A0A1D5Q793_MACMU	RL36_MOUSE
BOLA3_HUMAN	F6Y6R2_MACMU	BOLA3_MOUSE
ZFN2A_HUMAN	F6Y6R2_MACMU	ZFN2A_MOUSE
DPOD4_HUMAN	H9EUY7_MACMU	DPOD4_MOUSE
LV949_HUMAN	A0A5F7ZP38_MACMU	DPOD4_MOUSE
TRAC_HUMAN	A0A5F7ZTW9_MACMU	TCA_MOUSE
TFF2_HUMAN	A0A5F7ZC53_MACMU	TFF2_MOUSE
M4A13_HUMAN	F6Q9J0_MACMU	M4A13_MOUSE
LCE1A_HUMAN	A0A5F7Z7Q3_MACMU	Q9D1G7_MOUSE
POK9_HUMAN	A0A5F8AMS2_MACMU	Q9D1G7_MOUSE
SOSSC_HUMAN	G7NEH5_MACMU	SOSSC_MOUSE
NPB_HUMAN	F6S922_MACMU	NPB_MOUSE
SACA3_HUMAN	F6S922_MACMU	SACA3_MOUSE
GUC2B_HUMAN	F6Y5V7_MACMU	GUC2B_MOUSE
CXCL9_HUMAN	A0A1D5QAH1_MACMU	GUC2B_MOUSE
S31D4_HUMAN	A0A1D5QAH1_MACMU	E9QAF1_MOUSE
CCKN_HUMAN	F6QMJ5_MACMU	CCKN_MOUSE
ANFB_HUMAN	A0A5F8AR16_MACMU	ANFB_MOUSE
DP2NB_HUMAN	A0A5F8AK61_MACMU	A0A2I3BPW5_MOUSE
NMS_HUMAN	A0A5F7ZZX8_MACMU	NMS_MOUSE
CCL27_HUMAN	F7H9Z6_MACMU	CCL27_MOUSE
BHA09_HUMAN	F7H9Z6_MACMU	BHA09_MOUSE
VN1R4_HUMAN	F7H9Z6_MACMU	Q8R296_MOUSE
KR151_HUMAN	A0A5F8A6L8_MACMU	KR151_MOUSE
TAFA3_HUMAN	A0A5F8A6L8_MACMU	TAFA3_MOUSE
TM256_HUMAN	F6SZ40_MACMU	TM256_MOUSE
MCCD1_HUMAN	F7EWD9_MACMU	TM256_MOUSE
DDA1_HUMAN	H9ENZ7_MACMU	DDA1_MOUSE
LYNX1_HUMAN	LYNX1_MACMU	LYNX1_MOUSE
KR511_HUMAN	LYNX1_MACMU	A4IF42_MOUSE
CYC_HUMAN	CYC_MACMU	CYC_MOUSE
TM242_HUMAN	CYC_MACMU	TM242_MOUSE
AAMDC_HUMAN	CYC_MACMU	AAMDC_MOUSE
PEN2_HUMAN	F6PQB7_MACMU	PEN2_MOUSE
CB066_HUMAN	F7F8K2_MACMU	A0A5F8MPB3_MOUSE
PAF15_HUMAN	G7MXT3_MACMU	PAF15_MOUSE
CT202_HUMAN	G7N2Q6_MACMU	A0A571BEE7_MOUSE
COX5B_HUMAN	A0A5F8A157_MACMU	COX5B_MOUSE
CKLF5_HUMAN	A0A5F8A157_MACMU	CKLF5_MOUSE
BORC7_HUMAN	G7N115_MACMU	BORC7_MOUSE
NPW_HUMAN	F7GJ09_MACMU	BORC7_MOUSE
LACRT_HUMAN	Q2Q5T4_MACMU	BORC7_MOUSE
KISS1_HUMAN	F6PY24_MACMU	KISS1_MOUSE
S10A4_HUMAN	F7GDB8_MACMU	S10A4_MOUSE
CI152_HUMAN	F7GDB8_MACMU	Q8K0M7_MOUSE
TVBL4_HUMAN	A0A5F8ACV7_MACMU	TVB7_MOUSE
UCN1_HUMAN	F7B8G5_MACMU	UCN1_MOUSE
O10T2_HUMAN	F7B8G5_MACMU	Q7TRV1_MOUSE
PRA11_HUMAN	F7B8G5_MACMU	E9PWI7_MOUSE
TMM52_HUMAN	F7B8G5_MACMU	TMM52_MOUSE
OX26_HUMAN	F7EGY5_MACMU	OX26_MOUSE
LYPD2_HUMAN	G7N074_MACMU	LYPD2_MOUSE
SUMO1_HUMAN	H9EMK4_MACMU	SUMO1_MOUSE
CB015_HUMAN	F6ZW19_MACMU	SUMO1_MOUSE
CART_HUMAN	A0A5F8A2Y4_MACMU	CART_MOUSE
UTS2_HUMAN	UTS2_MACMU	UTS2_MOUSE
TM218_HUMAN	G7NCW7_MACMU	TM218_MOUSE
FKB1A_HUMAN	A0A5F8A664_MACMU	FKB1A_MOUSE
FKB1A_HUMAN	A0A5F8AFC7_MACMU	A0A5F8MPY2_MOUSE
ONCO_HUMAN	A0A5F8A1V4_MACMU	A0A5F8MPY2_MOUSE
B2MG_HUMAN	B2MG_MACMU	B2MG_MOUSE
CA122_HUMAN	I0FP80_MACMU	CA122_MOUSE
SLIB_HUMAN	F7CA05_MACMU	SLIB_MOUSE
SC11B_HUMAN	A0A1D5R582_MACMU	SLIB_MOUSE
RL29_HUMAN	A0A5F8A401_MACMU	RL29_MOUSE
CYTD_HUMAN	A0A5F7ZVV0_MACMU	CST10_MOUSE
LY6L_HUMAN	A0A5F8A8V3_MACMU	LY6L_MOUSE
CEI_HUMAN	F7BVQ7_MACMU	LY6L_MOUSE
TEX46_HUMAN	A0A5F7ZG16_MACMU	Q9CPU3_MOUSE
PRA22_HUMAN	A0A5F7ZG16_MACMU	J3QMM8_MOUSE
LAT_HUMAN	A0A5F7ZG16_MACMU	LAT_MOUSE
LSM3_HUMAN	A0A5F8AGK8_MACMU	LSM3_MOUSE
SAA1_HUMAN	F6V9P6_MACMU	SAA1_MOUSE
ATIF1_HUMAN	F6ZXX7_MACMU	ATIF1_MOUSE
MYCBP_HUMAN	F7GS32_MACMU	MYCBP_MOUSE
TCAL9_HUMAN	F7B998_MACMU	TCAL9_MOUSE
ELAF_HUMAN	A0A5F8AMF6_MACMU	TCAL9_MOUSE
CRIPT_HUMAN	A0A5F8AMF6_MACMU	CRIPT_MOUSE
GLRX1_HUMAN	F7GJV9_MACMU	GLRX1_MOUSE
GLRX1_HUMAN	A0A5F7ZEX1_MACMU	SH2D6_MOUSE
CT62_HUMAN	A0A1D5QGG5_MACMU	SH2D6_MOUSE
TRGC1_HUMAN	F7H4U6_MACMU	L7N479_MOUSE
C295L_HUMAN	F7H4U6_MACMU	C295L_MOUSE
DB118_HUMAN	DB118_MACMU	C295L_MOUSE
ACO13_HUMAN	DB118_MACMU	ACO13_MOUSE
S10AG_HUMAN	H9Z3V3_MACMU	S10AG_MOUSE
S10A3_HUMAN	F6VBN8_MACMU	S10A3_MOUSE
TCAL7_HUMAN	G7NSU6_MACMU	TCAL7_MOUSE
KCNE3_HUMAN	A0A5F8ASP6_MACMU	KCNE3_MOUSE
PAGE1_HUMAN	F6PML7_MACMU	KCNE3_MOUSE
CD036_HUMAN	F7C5H3_MACMU	CD036_MOUSE
CD036_HUMAN	209L2_MACMU	C209E_MOUSE
EMP1_HUMAN	209L2_MACMU	EMP1_MOUSE
A0A1B0GTH9_HUMAN	A0A1D5Q0V3_MACMU	Q9D2T6_MOUSE
DAND5_HUMAN	A0A5F7Z6Z3_MACMU	Q9D2T6_MOUSE
IL27B_HUMAN	A0A5F7Z6Z3_MACMU	IL27B_MOUSE
H4_HUMAN	F7HAP8_MACMU	H4_MOUSE
LSM7_HUMAN	A0A1D5QHL5_MACMU	LSM7_MOUSE
FER3L_HUMAN	A0A1D5QHL5_MACMU	FER3L_MOUSE
MUCL3_HUMAN	A0A1D5QHL5_MACMU	MUCL3_MOUSE
CYTM1_HUMAN	F6YFX0_MACMU	CYTM1_MOUSE
SRTM1_HUMAN	F6YG57_MACMU	SRTM1_MOUSE
S10AB_HUMAN	F7GN53_MACMU	S10AB_MOUSE
VAMP8_HUMAN	F6ZVQ1_MACMU	VAMP8_MOUSE
ZSWM7_HUMAN	F6ZVQ1_MACMU	ZSWM7_MOUSE
TVB27_HUMAN	A0A5F8A7A9_MACMU	A0A0B4J1H2_MOUSE
ENY2_HUMAN	F7B6X1_MACMU	ENY2_MOUSE
PR15L_HUMAN	F7EHE4_MACMU	PR15L_MOUSE
CQ107_HUMAN	F7EHE4_MACMU	J3QK56_MOUSE
SPT33_HUMAN	F6TVY5_MACMU	SPT33_MOUSE
DAPL1_HUMAN	G7N852_MACMU	DAPL1_MOUSE
PROK1_HUMAN	A0A5F7Z722_MACMU	PROK1_MOUSE
THIO_HUMAN	THIO_MACMU	THIO_MOUSE
RL36L_HUMAN	THIO_MACMU	A0A2I3BPG9_MOUSE
S10AA_HUMAN	S10AA_MACMU	S10AA_MOUSE
MPC1_HUMAN	S10AA_MACMU	MPC1_MOUSE
SECR_HUMAN	A0A5F8AA98_MACMU	SECR_MOUSE
IFM3_HUMAN	F6ZD87_MACMU	IFM3_MOUSE
SACA4_HUMAN	A0A5F8AKE3_MACMU	SACA4_MOUSE
KR171_HUMAN	G7NIC3_MACMU	A2A5X6_MOUSE
KR171_HUMAN	A0A5F7ZWK2_MACMU	A2ASP7_MOUSE
RNK_HUMAN	A0A5F7ZWK2_MACMU	RNK_MOUSE
CSAG2_HUMAN	G7NS01_MACMU	RNK_MOUSE
TKNK_HUMAN	F7EF15_MACMU	RNK_MOUSE
TIM8A_HUMAN	F7BGN5_MACMU	TIM8A_MOUSE
PRA19_HUMAN	F7BGN5_MACMU	A0A0J9YU88_MOUSE
TVBL5_HUMAN	A0A5F7ZC26_MACMU	A0A0B4J1H3_MOUSE
T10B_HUMAN	F7C8X4_MACMU	T10B_MOUSE
GRAH_HUMAN	F7C8X4_MACMU	GRAG_MOUSE
RM53_HUMAN	A0A5F8AIM6_MACMU	RM53_MOUSE
RL37_HUMAN	A0A5F8AIM6_MACMU	RL37_MOUSE
TVA19_HUMAN	A0A5F7ZLP2_MACMU	A0A075B653_MOUSE
CX6A1_HUMAN	A0A5F8AMM7_MACMU	CX6A1_MOUSE
MOTI_HUMAN	MOTI_MACMU	CX6A1_MOUSE
I27L2_HUMAN	G7MW21_MACMU	IF27A_MOUSE
ERIC5_HUMAN	G7MW21_MACMU	ERIC5_MOUSE
PSMG4_HUMAN	G7MW21_MACMU	PSMG4_MOUSE
SAA2_HUMAN	F7CLU1_MACMU	SAA2_MOUSE
CN119_HUMAN	F7CLU1_MACMU	CN119_MOUSE
SIM14_HUMAN	G7MSS3_MACMU	SIM14_MOUSE
HMGA1_HUMAN	G7MSS3_MACMU	HMGA1_MOUSE
CC50C_HUMAN	F7GZY3_MACMU	HMGA1_MOUSE
TM262_HUMAN	A0A5F8ASK3_MACMU	D3Z338_MOUSE
PSCA_HUMAN	F7A4I1_MACMU	PSCA_MOUSE
CTF8_HUMAN	F7A4I1_MACMU	CTF8_MOUSE
CK071_HUMAN	F6UYQ1_MACMU	CK071_MOUSE
DPY30_HUMAN	F7GJI8_MACMU	DPY30_MOUSE
S66AL_HUMAN	A0A1D5QUQ2_MACMU	DPY30_MOUSE
APOC4_HUMAN	A0A5F8A7J9_MACMU	APOC4_MOUSE
A7L3B_HUMAN	H9EMC4_MACMU	A7L3B_MOUSE
SPZ1_HUMAN	H9EMC4_MACMU	SPZ1_MOUSE
MCSP_HUMAN	F7F3V9_MACMU	MCSP_MOUSE
TVB29_HUMAN	A0A5F8A2S9_MACMU	A0A075B5J2_MOUSE
DB116_HUMAN	F7CK84_MACMU	DFB29_MOUSE
TVB23_HUMAN	A0A5F8AJM4_MACMU	TVB1_MOUSE
TCIM_HUMAN	F6U5Y9_MACMU	TCIM_MOUSE
PP14D_HUMAN	F6U5Y9_MACMU	PP14D_MOUSE
AR26L_HUMAN	A0A5F8AME1_MACMU	PP14D_MOUSE
RM41_HUMAN	A0A1D5QIQ4_MACMU	RM41_MOUSE
IL3_HUMAN	IL3_MACMU	RM41_MOUSE
LV319_HUMAN	A0A5F8AHN8_MACMU	RM41_MOUSE
NRG4_HUMAN	F7GSZ7_MACMU	NRG4_MOUSE
MSRB1_HUMAN	F7GSZ7_MACMU	MSRB1_MOUSE
BEX3_HUMAN	F7GSZ7_MACMU	BEX3_MOUSE
A0A087WZ39_HUMAN	A0A5F8ATE6_MACMU	A0A140T8P8_MOUSE
RT63_HUMAN	F6VXN0_MACMU	RT63_MOUSE
B3KNS4_HUMAN	F7B3A8_MACMU	RT63_MOUSE
HMGN1_HUMAN	A0A1D5RJ15_MACMU	HMGN1_MOUSE
SNPC5_HUMAN	F7C380_MACMU	SNPC5_MOUSE
IGFL1_HUMAN	F6V0Z3_MACMU	SNPC5_MOUSE
SIM32_HUMAN	A0A5F8AEG7_MACMU	A0A1B0GSF6_MOUSE
TVA22_HUMAN	A0A5F7ZV68_MACMU	A0A075B649_MOUSE
GOT1A_HUMAN	A0A5F7ZV68_MACMU	GOT1A_MOUSE
SAA4_HUMAN	F6V9Q5_MACMU	SAA4_MOUSE
FMC1_HUMAN	F6V9Q5_MACMU	FMC1_MOUSE
DPPA3_HUMAN	A0A5F7ZVZ0_MACMU	DPPA3_MOUSE
TBCA_HUMAN	H9EXE9_MACMU	TBCA_MOUSE
CH048_HUMAN	H9EXE9_MACMU	CH048_MOUSE
SUMO2_HUMAN	A0A1D5QZA1_MACMU	SUMO2_MOUSE
RT33_HUMAN	F7HBG1_MACMU	RT33_MOUSE
KRA52_HUMAN	F7HBG1_MACMU	KRA52_MOUSE
NDUA5_HUMAN	A0A1D5Q1H6_MACMU	NDUA5_MOUSE
LV539_HUMAN	F7DFB4_MACMU	NDUA5_MOUSE
CHCH1_HUMAN	F6Q8D5_MACMU	CHCH1_MOUSE
TR5OS_HUMAN	A0A5F7ZU56_MACMU	TR5OS_MOUSE
CQ058_HUMAN	F7BQX0_MACMU	CQ058_MOUSE
LV403_HUMAN	A0A5F7ZMN5_MACMU	CQ058_MOUSE
LV403_HUMAN	A0A5F8AK28_MACMU	F6T2D2_MOUSE
AK40L_HUMAN	A0A5F8AFH6_MACMU	A0A286YDN8_MOUSE
TXND8_HUMAN	F6RGV4_MACMU	TXND8_MOUSE
ZN610_HUMAN	F6RGV4_MACMU	A0A087WRH0_MOUSE
TVA29_HUMAN	A0A5F7ZZF4_MACMU	A0A0B4J1K4_MOUSE
CC022_HUMAN	F6Z434_MACMU	CC022_MOUSE
HMGA2_HUMAN	F6Z434_MACMU	HMGA2_MOUSE
CST8_HUMAN	A0A5F8AS49_MACMU	CST8_MOUSE
NPM2_HUMAN	A0A5F8AS49_MACMU	NPM2_MOUSE
TNR18_HUMAN	A0A5F8AS49_MACMU	TNR18_MOUSE
SMR3A_HUMAN	A0A1D5QIB1_MACMU	SMR3A_MOUSE
SC61B_HUMAN	F7B5P3_MACMU	SC61B_MOUSE
S10A9_HUMAN	F7F8G8_MACMU	S10A9_MOUSE
COX20_HUMAN	F6R113_MACMU	COX20_MOUSE
COXM1_HUMAN	F6TQY2_MACMU	COXM1_MOUSE
LCFC1_HUMAN	A0A1D5QCN8_MACMU	LCFC1_MOUSE
XCL1_HUMAN	F6SZS4_MACMU	XCL1_MOUSE
TVBK2_HUMAN	A0A5F8A0S7_MACMU	A0A140T8L9_MOUSE
LSM2_HUMAN	G7MRK5_MACMU	LSM2_MOUSE
CCL16_HUMAN	A0A1D5Q1P3_MACMU	LSM2_MOUSE
DLRB2_HUMAN	A0A1D5Q3W2_MACMU	DLRB2_MOUSE
K0040_HUMAN	H9ZFR0_MACMU	E9Q2T4_MOUSE
HV374_HUMAN	A0A5F7ZPE0_MACMU	A0A075B5R1_MOUSE
KVD28_HUMAN	A0A1D5QFU0_MACMU	A0A0B4J1H6_MOUSE
KTDAP_HUMAN	F7HN45_MACMU	KTDAP_MOUSE
SIM29_HUMAN	F7HN45_MACMU	SIM29_MOUSE
WFD12_HUMAN	WFD12_MACMU	WFD12_MOUSE
S10A2_HUMAN	F7GDD5_MACMU	WFD12_MOUSE
DAP1_HUMAN	F7GDD5_MACMU	DAP1_MOUSE
LYRM1_HUMAN	F7GDD5_MACMU	LYRM1_MOUSE
PAGE3_HUMAN	F6RHF3_MACMU	LYRM1_MOUSE
RIDA_HUMAN	F6RHF3_MACMU	RIDA_MOUSE
PRA33_HUMAN	F6RHF3_MACMU	K9J7D1_MOUSE
RT36_HUMAN	A0A5F7ZUH3_MACMU	RT36_MOUSE
NDUA7_HUMAN	A0A5F7ZUH3_MACMU	NDUA7_MOUSE
BORG3_HUMAN	A0A5F7ZUH3_MACMU	BORG3_MOUSE
TM265_HUMAN	A0A5F8A5G6_MACMU	E9Q8G3_MOUSE
SUMO5_HUMAN	F7GXX7_MACMU	E9Q8G3_MOUSE
HBD_HUMAN	F7GXX7_MACMU	HBB1_MOUSE
CRCT1_HUMAN	A0A5F8A077_MACMU	Q6PAI5_MOUSE
CRCT1_HUMAN	T2R14_MACMU	TR125_MOUSE
LSM8_HUMAN	F7AG10_MACMU	LSM8_MOUSE
DB112_HUMAN	A0A1D5QPE5_MACMU	LSM8_MOUSE
PRA13_HUMAN	A0A1D5QPE5_MACMU	A2ASJ3_MOUSE
DLRB1_HUMAN	F7B1L6_MACMU	DLRB1_MOUSE
OR6J1_HUMAN	F7B1L6_MACMU	Q8VFP0_MOUSE
RUXE_HUMAN	A0A5F7ZPN9_MACMU	RUXE_MOUSE
TVAM1_HUMAN	A0A5F7ZEY2_MACMU	A0A075B622_MOUSE
VMAC_HUMAN	A0A5F7ZEY2_MACMU	VMAC_MOUSE
COL_HUMAN	A0A1D5RKG0_MACMU	COL_MOUSE
RL37A_HUMAN	A0A1D5RKG0_MACMU	RL37A_MOUSE
S100P_HUMAN	F6PWQ7_MACMU	RL37A_MOUSE
CCL2_HUMAN	CCL2_MACMU	CCL12_MOUSE
TVA5_HUMAN	A0A5F7ZME0_MACMU	A0A075B654_MOUSE
O13H1_HUMAN	A0A5F7ZME0_MACMU	A2ASV3_MOUSE
O13H1_HUMAN	A0A5F7Z7S8_MACMU	PRS30_MOUSE
NDUA2_HUMAN	H9EV74_MACMU	NDUA2_MOUSE
SUMO3_HUMAN	H9EV74_MACMU	SUMO3_MOUSE
SRP14_HUMAN	H9H5Q1_MACMU	SRP14_MOUSE
SRP14_HUMAN	H9H467_MACMU	Q6W9L1_MOUSE
TM234_HUMAN	H9H467_MACMU	TM234_MOUSE
TVA36_HUMAN	A0A1D5R693_MACMU	TM234_MOUSE
TVB41_HUMAN	F6WGT3_MACMU	A0A0B4J1G9_MOUSE
HBAZ_HUMAN	F6WGT3_MACMU	HBAZ_MOUSE
TRGC2_HUMAN	F6WGT3_MACMU	TCC2_MOUSE
CXL13_HUMAN	A0A1D5QJ91_MACMU	CXL13_MOUSE
XAGE5_HUMAN	A0A1D5Q0R5_MACMU	CXL13_MOUSE
MA13P_HUMAN	A0A1D5Q0R5_MACMU	Q99PA7_MOUSE
ACYP2_HUMAN	A0A1D5RJS7_MACMU	ACYP2_MOUSE
PPR1C_HUMAN	G7N8F9_MACMU	PPR1C_MOUSE
BATF3_HUMAN	F6TKQ3_MACMU	BATF3_MOUSE
ANGI_HUMAN	ANGI_MACMU	ANGI_MOUSE
CEND_HUMAN	ANGI_MACMU	CEND_MOUSE
TIM10_HUMAN	F7BG44_MACMU	TIM10_MOUSE
NDUAB_HUMAN	A0A5F7ZA94_MACMU	NDUAB_MOUSE
TVA39_HUMAN	A0A1D5QY39_MACMU	A0A0G2JG17_MOUSE
CD046_HUMAN	F7H6G0_MACMU	A0A0G2JG17_MOUSE
SELK_HUMAN	F6SI80_MACMU	SELK_MOUSE
TVB61_HUMAN	A0A1D5QXD4_MACMU	SELK_MOUSE
F174C_HUMAN	F7DU96_MACMU	F174C_MOUSE
F174C_HUMAN	A0A5F7Z968_MACMU	H3C_MOUSE
KV228_HUMAN	F6UNH0_MACMU	A0A0B4J1I0_MOUSE
LYRM7_HUMAN	A0A1D5RJC1_MACMU	LYRM7_MOUSE
SMAKA_HUMAN	F7FC58_MACMU	SMAKA_MOUSE
NAT8B_HUMAN	F7FC58_MACMU	NAT8_MOUSE
CCL8_HUMAN	F6Y1K4_MACMU	CCL11_MOUSE
DYL1_HUMAN	H9H2R0_MACMU	DYL1_MOUSE
TVB51_HUMAN	A0A5F7Z9P7_MACMU	A0A0B4J1H1_MOUSE
DYL2_HUMAN	H9ELW3_MACMU	DYL2_MOUSE
FABPL_HUMAN	H9ELW3_MACMU	FABPL_MOUSE
LVX54_HUMAN	F7DFA6_MACMU	FABPL_MOUSE
HV372_HUMAN	A0A5F7ZK07_MACMU	A0A075B5R2_MOUSE
SPRN_HUMAN	A0A5F7ZK07_MACMU	SPRN_MOUSE
VMA21_HUMAN	A0A5F7ZK07_MACMU	VMA21_MOUSE
LV657_HUMAN	F6WAM6_MACMU	VMA21_MOUSE
ATP5J_HUMAN	F7E138_MACMU	ATP5J_MOUSE
